instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_p,registerd_p,Cluster
14684,2012-09-09,Fall,2012,September,0,No Holiday,Sunday,Non-Working Day,Cloudy,0.56,0.5303,0.73,0.194,18,106,124,14.516129032258066,85.48387096774194,Night Owl
14685,2012-09-09,Fall,2012,September,1,No Holiday,Sunday,Non-Working Day,Few Clouds,0.56,0.5303,0.73,0.2239,20,104,124,16.129032258064516,83.87096774193549,Night Owl
14686,2012-09-09,Fall,2012,September,2,No Holiday,Sunday,Non-Working Day,Few Clouds,0.54,0.5152,0.77,0.2836,15,81,96,15.625,84.375,Night Owl
14687,2012-09-09,Fall,2012,September,3,No Holiday,Sunday,Non-Working Day,Few Clouds,0.54,0.5152,0.73,0.2239,14,32,46,30.434782608695656,69.56521739130434,Night Owl
14688,2012-09-09,Fall,2012,September,4,No Holiday,Sunday,Non-Working Day,Few Clouds,0.52,0.5,0.77,0.2537,12,16,28,42.857142857142854,57.14285714285714,Night Owl
14689,2012-09-09,Fall,2012,September,5,No Holiday,Sunday,Non-Working Day,Few Clouds,0.52,0.5,0.77,0.194,16,39,55,29.09090909090909,70.9090909090909,All-Day Rider
14690,2012-09-09,Fall,2012,September,6,No Holiday,Sunday,Non-Working Day,Few Clouds,0.52,0.5,0.77,0.194,11,24,35,31.428571428571427,68.57142857142857,All-Day Rider
14691,2012-09-09,Fall,2012,September,7,No Holiday,Sunday,Non-Working Day,Few Clouds,0.54,0.5152,0.73,0.1642,20,50,70,28.57142857142857,71.42857142857143,Commuter
14692,2012-09-09,Fall,2012,September,8,No Holiday,Sunday,Non-Working Day,Few Clouds,0.58,0.5455,0.68,0.2239,27,143,170,15.88235294117647,84.11764705882354,Commuter
14693,2012-09-09,Fall,2012,September,9,No Holiday,Sunday,Non-Working Day,Few Clouds,0.62,0.6061,0.61,0.2537,85,214,299,28.428093645484946,71.57190635451505,Commuter
14694,2012-09-09,Fall,2012,September,10,No Holiday,Sunday,Non-Working Day,Few Clouds,0.64,0.6212,0.57,0.2985,172,323,495,34.74747474747475,65.25252525252525,All-Day Rider
14695,2012-09-09,Fall,2012,September,11,No Holiday,Sunday,Non-Working Day,Few Clouds,0.66,0.6212,0.47,0.2537,194,391,585,33.16239316239316,66.83760683760683,All-Day Rider
14696,2012-09-09,Fall,2012,September,12,No Holiday,Sunday,Non-Working Day,Few Clouds,0.66,0.6212,0.47,0.0,247,510,757,32.628797886393656,67.37120211360634,All-Day Rider
14697,2012-09-09,Fall,2012,September,13,No Holiday,Sunday,Non-Working Day,Few Clouds,0.68,0.6364,0.39,0.0,238,491,729,32.647462277091904,67.3525377229081,All-Day Rider
14698,2012-09-09,Fall,2012,September,14,No Holiday,Sunday,Non-Working Day,Few Clouds,0.72,0.6515,0.3,0.2836,232,415,647,35.85780525502319,64.14219474497682,All-Day Rider
14699,2012-09-09,Fall,2012,September,15,No Holiday,Sunday,Non-Working Day,Few Clouds,0.72,0.6515,0.32,0.2537,284,412,696,40.804597701149426,59.195402298850574,All-Day Rider
14700,2012-09-09,Fall,2012,September,16,No Holiday,Sunday,Non-Working Day,Few Clouds,0.68,0.6364,0.36,0.2836,228,473,701,32.52496433666191,67.47503566333809,All-Day Rider
14701,2012-09-09,Fall,2012,September,17,No Holiday,Sunday,Non-Working Day,Few Clouds,0.7,0.6364,0.37,0.2537,213,458,671,31.74366616989568,68.25633383010432,Commuter
14702,2012-09-09,Fall,2012,September,18,No Holiday,Sunday,Non-Working Day,Few Clouds,0.66,0.6212,0.36,0.2537,156,404,560,27.857142857142858,72.14285714285714,Commuter
14703,2012-09-09,Fall,2012,September,19,No Holiday,Sunday,Non-Working Day,Few Clouds,0.66,0.6212,0.36,0.2537,134,362,496,27.016129032258064,72.98387096774194,Commuter
14704,2012-09-09,Fall,2012,September,20,No Holiday,Sunday,Non-Working Day,Few Clouds,0.62,0.6212,0.41,0.2836,91,265,356,25.56179775280899,74.43820224719101,Evening Rider
14705,2012-09-09,Fall,2012,September,21,No Holiday,Sunday,Non-Working Day,Few Clouds,0.6,0.6212,0.46,0.2239,57,149,206,27.669902912621357,72.33009708737865,Evening Rider
14706,2012-09-09,Fall,2012,September,22,No Holiday,Sunday,Non-Working Day,Few Clouds,0.58,0.5455,0.49,0.2537,64,125,189,33.86243386243386,66.13756613756614,Evening Rider
14707,2012-09-09,Fall,2012,September,23,No Holiday,Sunday,Non-Working Day,Few Clouds,0.56,0.5303,0.52,0.2836,22,70,92,23.91304347826087,76.08695652173914,Night Owl
14708,2012-09-10,Fall,2012,September,0,No Holiday,Monday,Working Day,Few Clouds,0.56,0.5303,0.52,0.2836,6,35,41,14.634146341463413,85.36585365853658,Night Owl
14709,2012-09-10,Fall,2012,September,1,No Holiday,Monday,Working Day,Few Clouds,0.54,0.5152,0.6,0.194,7,11,18,38.88888888888889,61.111111111111114,Night Owl
14710,2012-09-10,Fall,2012,September,2,No Holiday,Monday,Working Day,Few Clouds,0.54,0.5152,0.6,0.3582,11,6,17,64.70588235294117,35.294117647058826,Night Owl
14711,2012-09-10,Fall,2012,September,3,No Holiday,Monday,Working Day,Few Clouds,0.52,0.5,0.68,0.2836,5,7,12,41.66666666666667,58.333333333333336,Night Owl
14712,2012-09-10,Fall,2012,September,4,No Holiday,Monday,Working Day,Few Clouds,0.52,0.5,0.68,0.2836,1,4,5,20.0,80.0,Night Owl
14713,2012-09-10,Fall,2012,September,5,No Holiday,Monday,Working Day,Few Clouds,0.5,0.4848,0.72,0.2537,4,36,40,10.0,90.0,All-Day Rider
14714,2012-09-10,Fall,2012,September,6,No Holiday,Monday,Working Day,Few Clouds,0.5,0.4848,0.72,0.1343,8,172,180,4.444444444444445,95.55555555555556,All-Day Rider
14715,2012-09-10,Fall,2012,September,7,No Holiday,Monday,Working Day,Few Clouds,0.52,0.5,0.68,0.2239,20,427,447,4.47427293064877,95.52572706935123,Commuter
14716,2012-09-10,Fall,2012,September,8,No Holiday,Monday,Working Day,Few Clouds,0.56,0.5303,0.6,0.2836,33,697,730,4.52054794520548,95.47945205479452,Commuter
14717,2012-09-10,Fall,2012,September,9,No Holiday,Monday,Working Day,Few Clouds,0.6,0.6212,0.53,0.2985,40,321,361,11.080332409972298,88.9196675900277,Commuter
14718,2012-09-10,Fall,2012,September,10,No Holiday,Monday,Working Day,Few Clouds,0.62,0.6212,0.5,0.2836,42,168,210,20.0,80.0,All-Day Rider
14719,2012-09-10,Fall,2012,September,11,No Holiday,Monday,Working Day,Few Clouds,0.62,0.6212,0.43,0.2985,69,167,236,29.23728813559322,70.76271186440678,All-Day Rider
14720,2012-09-10,Fall,2012,September,12,No Holiday,Monday,Working Day,Few Clouds,0.64,0.6212,0.44,0.3881,76,256,332,22.89156626506024,77.10843373493977,All-Day Rider
14721,2012-09-10,Fall,2012,September,13,No Holiday,Monday,Working Day,Few Clouds,0.64,0.6212,0.38,0.2239,72,251,323,22.291021671826623,77.70897832817337,All-Day Rider
14722,2012-09-10,Fall,2012,September,14,No Holiday,Monday,Working Day,Few Clouds,0.66,0.6212,0.36,0.2836,107,233,340,31.470588235294116,68.52941176470588,All-Day Rider
14723,2012-09-10,Fall,2012,September,15,No Holiday,Monday,Working Day,Few Clouds,0.66,0.6212,0.31,0.3881,115,231,346,33.23699421965318,66.76300578034682,All-Day Rider
14724,2012-09-10,Fall,2012,September,16,No Holiday,Monday,Working Day,Few Clouds,0.66,0.6212,0.34,0.3284,108,380,488,22.131147540983605,77.8688524590164,All-Day Rider
14725,2012-09-10,Fall,2012,September,17,No Holiday,Monday,Working Day,Few Clouds,0.66,0.6212,0.34,0.3284,127,744,871,14.580941446613089,85.4190585533869,Commuter
14726,2012-09-10,Fall,2012,September,18,No Holiday,Monday,Working Day,Few Clouds,0.62,0.6212,0.35,0.2985,111,857,968,11.466942148760332,88.53305785123968,Commuter
14727,2012-09-10,Fall,2012,September,19,No Holiday,Monday,Working Day,Few Clouds,0.62,0.6212,0.38,0.2985,71,562,633,11.216429699842022,88.78357030015798,Commuter
14728,2012-09-10,Fall,2012,September,20,No Holiday,Monday,Working Day,Few Clouds,0.6,0.6212,0.4,0.194,34,356,390,8.717948717948717,91.28205128205128,Evening Rider
14729,2012-09-10,Fall,2012,September,21,No Holiday,Monday,Working Day,Few Clouds,0.56,0.5303,0.49,0.1642,29,256,285,10.175438596491228,89.82456140350877,Evening Rider
14730,2012-09-10,Fall,2012,September,22,No Holiday,Monday,Working Day,Few Clouds,0.54,0.5152,0.52,0.1343,15,144,159,9.433962264150944,90.56603773584906,Evening Rider
14731,2012-09-10,Fall,2012,September,23,No Holiday,Monday,Working Day,Few Clouds,0.54,0.5152,0.52,0.0,7,86,93,7.526881720430108,92.47311827956989,Night Owl
14732,2012-09-11,Fall,2012,September,0,No Holiday,Tuesday,Working Day,Few Clouds,0.52,0.5,0.59,0.1045,5,27,32,15.625,84.375,Night Owl
14733,2012-09-11,Fall,2012,September,1,No Holiday,Tuesday,Working Day,Few Clouds,0.5,0.4848,0.63,0.0,0,10,10,0.0,100.0,Night Owl
14734,2012-09-11,Fall,2012,September,2,No Holiday,Tuesday,Working Day,Few Clouds,0.48,0.4697,0.77,0.1642,1,5,6,16.666666666666664,83.33333333333334,Night Owl
14735,2012-09-11,Fall,2012,September,3,No Holiday,Tuesday,Working Day,Few Clouds,0.48,0.4697,0.67,0.1343,1,7,8,12.5,87.5,Night Owl
14736,2012-09-11,Fall,2012,September,4,No Holiday,Tuesday,Working Day,Few Clouds,0.48,0.4697,0.72,0.1045,1,8,9,11.11111111111111,88.88888888888889,Night Owl
14737,2012-09-11,Fall,2012,September,5,No Holiday,Tuesday,Working Day,Few Clouds,0.46,0.4545,0.72,0.0896,3,41,44,6.8181818181818175,93.18181818181817,All-Day Rider
14738,2012-09-11,Fall,2012,September,6,No Holiday,Tuesday,Working Day,Few Clouds,0.46,0.4545,0.77,0.1045,11,200,211,5.213270142180095,94.7867298578199,All-Day Rider
14739,2012-09-11,Fall,2012,September,7,No Holiday,Tuesday,Working Day,Few Clouds,0.5,0.4848,0.72,0.1045,24,572,596,4.026845637583892,95.9731543624161,Commuter
14740,2012-09-11,Fall,2012,September,8,No Holiday,Tuesday,Working Day,Few Clouds,0.54,0.5152,0.68,0.0896,48,702,750,6.4,93.60000000000001,Commuter
14741,2012-09-11,Fall,2012,September,9,No Holiday,Tuesday,Working Day,Few Clouds,0.6,0.6212,0.49,0.0,35,323,358,9.776536312849162,90.22346368715084,Commuter
14742,2012-09-11,Fall,2012,September,10,No Holiday,Tuesday,Working Day,Few Clouds,0.62,0.6212,0.38,0.0,54,142,196,27.55102040816326,72.44897959183673,All-Day Rider
14743,2012-09-11,Fall,2012,September,11,No Holiday,Tuesday,Working Day,Few Clouds,0.64,0.6212,0.33,0.0896,60,187,247,24.291497975708502,75.7085020242915,All-Day Rider
14744,2012-09-11,Fall,2012,September,12,No Holiday,Tuesday,Working Day,Few Clouds,0.64,0.6212,0.33,0.0,62,254,316,19.62025316455696,80.37974683544303,All-Day Rider
14745,2012-09-11,Fall,2012,September,13,No Holiday,Tuesday,Working Day,Few Clouds,0.66,0.6212,0.29,0.0896,72,256,328,21.951219512195124,78.04878048780488,All-Day Rider
14746,2012-09-11,Fall,2012,September,14,No Holiday,Tuesday,Working Day,Few Clouds,0.68,0.6212,0.3,0.0896,74,181,255,29.01960784313726,70.98039215686275,All-Day Rider
14747,2012-09-11,Fall,2012,September,15,No Holiday,Tuesday,Working Day,Few Clouds,0.7,0.6364,0.28,0.1045,73,253,326,22.392638036809817,77.60736196319019,All-Day Rider
14748,2012-09-11,Fall,2012,September,16,No Holiday,Tuesday,Working Day,Few Clouds,0.7,0.6364,0.28,0.1343,99,437,536,18.470149253731343,81.52985074626866,All-Day Rider
14749,2012-09-11,Fall,2012,September,17,No Holiday,Tuesday,Working Day,Few Clouds,0.7,0.6364,0.28,0.0,168,802,970,17.31958762886598,82.68041237113401,Commuter
14750,2012-09-11,Fall,2012,September,18,No Holiday,Tuesday,Working Day,Few Clouds,0.64,0.6212,0.36,0.1642,110,767,877,12.542759407069557,87.45724059293045,Commuter
14751,2012-09-11,Fall,2012,September,19,No Holiday,Tuesday,Working Day,Few Clouds,0.62,0.6212,0.41,0.194,56,540,596,9.395973154362416,90.60402684563759,Commuter
14752,2012-09-11,Fall,2012,September,20,No Holiday,Tuesday,Working Day,Few Clouds,0.58,0.5455,0.56,0.1343,40,421,461,8.676789587852495,91.3232104121475,Evening Rider
14753,2012-09-11,Fall,2012,September,21,No Holiday,Tuesday,Working Day,Few Clouds,0.56,0.5303,0.6,0.1045,28,282,310,9.032258064516128,90.96774193548387,Evening Rider
14754,2012-09-11,Fall,2012,September,22,No Holiday,Tuesday,Working Day,Few Clouds,0.56,0.5303,0.64,0.1045,27,189,216,12.5,87.5,Evening Rider
14755,2012-09-11,Fall,2012,September,23,No Holiday,Tuesday,Working Day,Few Clouds,0.54,0.5152,0.68,0.1045,18,91,109,16.51376146788991,83.4862385321101,Night Owl
14756,2012-09-12,Fall,2012,September,0,No Holiday,Wednesday,Working Day,Few Clouds,0.52,0.5,0.72,0.1045,8,41,49,16.3265306122449,83.6734693877551,Night Owl
14757,2012-09-12,Fall,2012,September,1,No Holiday,Wednesday,Working Day,Few Clouds,0.52,0.5,0.72,0.1045,2,19,21,9.523809523809524,90.47619047619048,Night Owl
14758,2012-09-12,Fall,2012,September,2,No Holiday,Wednesday,Working Day,Few Clouds,0.52,0.5,0.72,0.0896,2,9,11,18.181818181818183,81.81818181818183,Night Owl
14759,2012-09-12,Fall,2012,September,3,No Holiday,Wednesday,Working Day,Few Clouds,0.5,0.4848,0.77,0.0896,0,7,7,0.0,100.0,Night Owl
14760,2012-09-12,Fall,2012,September,4,No Holiday,Wednesday,Working Day,Few Clouds,0.5,0.4848,0.72,0.0896,0,5,5,0.0,100.0,Night Owl
14761,2012-09-12,Fall,2012,September,5,No Holiday,Wednesday,Working Day,Few Clouds,0.5,0.4848,0.72,0.0896,4,44,48,8.333333333333332,91.66666666666666,All-Day Rider
14762,2012-09-12,Fall,2012,September,6,No Holiday,Wednesday,Working Day,Few Clouds,0.5,0.4848,0.72,0.0896,6,199,205,2.9268292682926833,97.07317073170731,All-Day Rider
14763,2012-09-12,Fall,2012,September,7,No Holiday,Wednesday,Working Day,Few Clouds,0.52,0.5,0.72,0.0,24,533,557,4.308797127468582,95.69120287253142,Commuter
14764,2012-09-12,Fall,2012,September,8,No Holiday,Wednesday,Working Day,Few Clouds,0.56,0.5303,0.64,0.1045,43,727,770,5.584415584415584,94.41558441558442,Commuter
14765,2012-09-12,Fall,2012,September,9,No Holiday,Wednesday,Working Day,Few Clouds,0.6,0.6061,0.64,0.1343,50,278,328,15.24390243902439,84.7560975609756,Commuter
14766,2012-09-12,Fall,2012,September,10,No Holiday,Wednesday,Working Day,Few Clouds,0.62,0.6061,0.61,0.1343,57,148,205,27.80487804878049,72.1951219512195,All-Day Rider
14767,2012-09-12,Fall,2012,September,11,No Holiday,Wednesday,Working Day,Few Clouds,0.66,0.6212,0.5,0.194,51,181,232,21.982758620689655,78.01724137931035,All-Day Rider
14768,2012-09-12,Fall,2012,September,12,No Holiday,Wednesday,Working Day,Few Clouds,0.68,0.6364,0.36,0.1343,88,264,352,25.0,75.0,All-Day Rider
14769,2012-09-12,Fall,2012,September,13,No Holiday,Wednesday,Working Day,Few Clouds,0.7,0.6364,0.34,0.1343,85,238,323,26.31578947368421,73.68421052631578,All-Day Rider
14770,2012-09-12,Fall,2012,September,14,No Holiday,Wednesday,Working Day,Few Clouds,0.7,0.6364,0.37,0.1642,78,200,278,28.05755395683453,71.94244604316546,All-Day Rider
14771,2012-09-12,Fall,2012,September,15,No Holiday,Wednesday,Working Day,Few Clouds,0.72,0.6515,0.37,0.1343,75,243,318,23.58490566037736,76.41509433962264,All-Day Rider
14772,2012-09-12,Fall,2012,September,16,No Holiday,Wednesday,Working Day,Few Clouds,0.72,0.6515,0.37,0.1642,90,419,509,17.68172888015717,82.31827111984283,All-Day Rider
14773,2012-09-12,Fall,2012,September,17,No Holiday,Wednesday,Working Day,Few Clouds,0.7,0.6364,0.41,0.2985,114,811,925,12.324324324324325,87.67567567567568,Commuter
14774,2012-09-12,Fall,2012,September,18,No Holiday,Wednesday,Working Day,Few Clouds,0.66,0.6212,0.44,0.2537,91,886,977,9.31422722620266,90.68577277379734,Commuter
14775,2012-09-12,Fall,2012,September,19,No Holiday,Wednesday,Working Day,Few Clouds,0.64,0.6212,0.5,0.194,78,557,635,12.283464566929133,87.71653543307086,Commuter
14776,2012-09-12,Fall,2012,September,20,No Holiday,Wednesday,Working Day,Few Clouds,0.62,0.6212,0.57,0.1343,38,432,470,8.085106382978724,91.91489361702128,Evening Rider
14777,2012-09-12,Fall,2012,September,21,No Holiday,Wednesday,Working Day,Few Clouds,0.6,0.6061,0.6,0.1343,27,279,306,8.823529411764707,91.17647058823529,Evening Rider
14778,2012-09-12,Fall,2012,September,22,No Holiday,Wednesday,Working Day,Few Clouds,0.56,0.5303,0.64,0.0896,23,189,212,10.849056603773585,89.15094339622641,Evening Rider
14779,2012-09-12,Fall,2012,September,23,No Holiday,Wednesday,Working Day,Few Clouds,0.56,0.5303,0.68,0.1045,16,111,127,12.598425196850393,87.4015748031496,Night Owl
14780,2012-09-13,Fall,2012,September,0,No Holiday,Thursday,Working Day,Few Clouds,0.56,0.5303,0.73,0.0896,11,46,57,19.298245614035086,80.7017543859649,Night Owl
14781,2012-09-13,Fall,2012,September,1,No Holiday,Thursday,Working Day,Few Clouds,0.54,0.5152,0.77,0.0896,6,22,28,21.428571428571427,78.57142857142857,Night Owl
14782,2012-09-13,Fall,2012,September,2,No Holiday,Thursday,Working Day,Few Clouds,0.54,0.5152,0.77,0.0,0,9,9,0.0,100.0,Night Owl
14783,2012-09-13,Fall,2012,September,3,No Holiday,Thursday,Working Day,Few Clouds,0.52,0.5,0.83,0.0,2,9,11,18.181818181818183,81.81818181818183,Night Owl
14784,2012-09-13,Fall,2012,September,4,No Holiday,Thursday,Working Day,Few Clouds,0.52,0.5,0.83,0.0,0,6,6,0.0,100.0,Night Owl
14785,2012-09-13,Fall,2012,September,5,No Holiday,Thursday,Working Day,Few Clouds,0.52,0.5,0.83,0.0,3,54,57,5.263157894736842,94.73684210526315,All-Day Rider
14786,2012-09-13,Fall,2012,September,6,No Holiday,Thursday,Working Day,Few Clouds,0.5,0.4848,0.82,0.0,9,186,195,4.615384615384616,95.38461538461539,All-Day Rider
14787,2012-09-13,Fall,2012,September,7,No Holiday,Thursday,Working Day,Few Clouds,0.54,0.5152,0.77,0.0,22,549,571,3.852889667250438,96.14711033274956,Commuter
14788,2012-09-13,Fall,2012,September,8,No Holiday,Thursday,Working Day,Few Clouds,0.56,0.5303,0.73,0.0,33,725,758,4.353562005277045,95.64643799472296,Commuter
14789,2012-09-13,Fall,2012,September,9,No Holiday,Thursday,Working Day,Few Clouds,0.6,0.6061,0.64,0.0896,46,292,338,13.609467455621301,86.3905325443787,Commuter
14790,2012-09-13,Fall,2012,September,10,No Holiday,Thursday,Working Day,Few Clouds,0.64,0.6212,0.61,0.0896,63,149,212,29.71698113207547,70.28301886792453,All-Day Rider
14791,2012-09-13,Fall,2012,September,11,No Holiday,Thursday,Working Day,Few Clouds,0.66,0.6212,0.5,0.1642,71,183,254,27.95275590551181,72.04724409448819,All-Day Rider
14792,2012-09-13,Fall,2012,September,12,No Holiday,Thursday,Working Day,Few Clouds,0.68,0.6364,0.44,0.1045,57,240,297,19.19191919191919,80.8080808080808,All-Day Rider
14793,2012-09-13,Fall,2012,September,13,No Holiday,Thursday,Working Day,Few Clouds,0.7,0.6364,0.42,0.0,60,223,283,21.20141342756184,78.79858657243817,All-Day Rider
14794,2012-09-13,Fall,2012,September,14,No Holiday,Thursday,Working Day,Few Clouds,0.72,0.6515,0.39,0.1343,60,214,274,21.897810218978105,78.1021897810219,All-Day Rider
14795,2012-09-13,Fall,2012,September,15,No Holiday,Thursday,Working Day,Few Clouds,0.72,0.6515,0.42,0.1045,99,253,352,28.125,71.875,All-Day Rider
14796,2012-09-13,Fall,2012,September,16,No Holiday,Thursday,Working Day,Few Clouds,0.72,0.6515,0.39,0.0896,85,406,491,17.311608961303463,82.68839103869654,All-Day Rider
14797,2012-09-13,Fall,2012,September,17,No Holiday,Thursday,Working Day,Few Clouds,0.72,0.6515,0.42,0.194,97,787,884,10.972850678733032,89.02714932126696,Commuter
14798,2012-09-13,Fall,2012,September,18,No Holiday,Thursday,Working Day,Few Clouds,0.68,0.6364,0.57,0.2537,108,744,852,12.676056338028168,87.32394366197182,Commuter
14799,2012-09-13,Fall,2012,September,19,No Holiday,Thursday,Working Day,Few Clouds,0.64,0.6061,0.65,0.1343,80,594,674,11.869436201780417,88.13056379821958,Commuter
14800,2012-09-13,Fall,2012,September,20,No Holiday,Thursday,Working Day,Few Clouds,0.62,0.6061,0.69,0.1045,55,408,463,11.879049676025918,88.12095032397409,Evening Rider
14801,2012-09-13,Fall,2012,September,21,No Holiday,Thursday,Working Day,Few Clouds,0.62,0.6061,0.65,0.1045,26,291,317,8.201892744479496,91.7981072555205,Evening Rider
14802,2012-09-13,Fall,2012,September,22,No Holiday,Thursday,Working Day,Few Clouds,0.6,0.5909,0.69,0.1343,28,223,251,11.155378486055776,88.84462151394422,Evening Rider
14803,2012-09-13,Fall,2012,September,23,No Holiday,Thursday,Working Day,Few Clouds,0.58,0.5455,0.73,0.1045,33,137,170,19.411764705882355,80.58823529411765,Night Owl
14804,2012-09-14,Fall,2012,September,0,No Holiday,Friday,Working Day,Few Clouds,0.56,0.5303,0.73,0.0896,24,63,87,27.586206896551722,72.41379310344827,Night Owl
14805,2012-09-14,Fall,2012,September,1,No Holiday,Friday,Working Day,Few Clouds,0.56,0.5303,0.73,0.0896,6,35,41,14.634146341463413,85.36585365853658,Night Owl
14806,2012-09-14,Fall,2012,September,2,No Holiday,Friday,Working Day,Few Clouds,0.56,0.5303,0.73,0.0,7,23,30,23.333333333333332,76.66666666666667,Night Owl
14807,2012-09-14,Fall,2012,September,3,No Holiday,Friday,Working Day,Few Clouds,0.54,0.5152,0.77,0.0,5,9,14,35.714285714285715,64.28571428571429,Night Owl
14808,2012-09-14,Fall,2012,September,4,No Holiday,Friday,Working Day,Few Clouds,0.54,0.5152,0.77,0.0,1,11,12,8.333333333333332,91.66666666666666,Night Owl
14809,2012-09-14,Fall,2012,September,5,No Holiday,Friday,Working Day,Few Clouds,0.54,0.5152,0.83,0.0,1,40,41,2.4390243902439024,97.5609756097561,All-Day Rider
